"item_number","item_description","item_type","category","uom","weight","dimensions","color","material","manufacturer","manufacturer_part_number","supplier_code","supplier_part_number","lead_time_days","minimum_order_quantity","unit_cost","currency","country_of_origin","compliance_status","is_serialized","is_npi","is_obsolete","status","created_date","last_modified_date","revision","notes"
"ITEM-365","TOOL FRAMES Component 365","TOOL","FRAMES","M","15.3","159x44x6cm","Black","Plastic","Trek Bikes","PART-000365","SUP009","SUP-PART-000365","5","35","750.68","USD","USA","REACH","false","true","true","ACTIVE","2025-04-12","2025-04-13","R1","Notes for ITEM-365"
"ITEM-366","RAW_MATERIAL ELECTRONICS Component 366","RAW_MATERIAL","ELECTRONICS","KG","5.3","88x65x17cm","Silver","Plastic","Panasonic","PART-000366","SUP003","SUP-PART-000366","48","68","1489.15","USD","China","REACH","false","true","false","INACTIVE","2025-06-08","2025-07-01","R2","Notes for ITEM-366"
"ITEM-367","RAW_MATERIAL WHEELS Component 367","RAW_MATERIAL","WHEELS","M","3.1","73x59x42cm","Blue","Carbon Fiber","Xiaomi","PART-000367","SUP003","SUP-PART-000367","17","25","543.34","USD","USA","REACH","false","true","true","NPI","2024-12-02","2024-12-21","R5","Notes for ITEM-367"
"ITEM-368","RAW_MATERIAL WHEELS Component 368","RAW_MATERIAL","WHEELS","SET","41.4","75x36x14cm","White","Carbon Fiber","Trek Bikes","PART-000368","SUP001","SUP-PART-000368","59","24","1410.6","USD","Taiwan","REACH","true","true","true","INACTIVE","2025-03-07","2025-03-31","R5","Notes for ITEM-368"
"ITEM-369","ASSEMBLY BATTERIES Component 369","ASSEMBLY","BATTERIES","SET","1.4","88x47x25cm","Matte Black","Plastic","LG","PART-000369","SUP003","SUP-PART-000369","9","54","3055.95","USD","China","FCC","false","false","false","ACTIVE","2025-02-18","2025-03-02","R5","Notes for ITEM-369"
"ITEM-370","COMPONENT WHEELS Component 370","COMPONENT","WHEELS","EA","14.2","145x18x18cm","White","Carbon Fiber","LG","PART-000370","SUP003","SUP-PART-000370","57","6","2522.62","USD","USA","REACH","false","true","false","ACTIVE","2025-01-27","2025-02-05","R4","Notes for ITEM-370"
"ITEM-371","RAW_MATERIAL WHEELS Component 371","RAW_MATERIAL","WHEELS","KG","17.1","112x30x21cm","Black","Titanium","Xiaomi","PART-000371","SUP007","SUP-PART-000371","30","65","981.11","USD","China","CE","true","false","false","NPI","2025-09-09","2025-09-12","R3","Notes for ITEM-371"
"ITEM-372","TOOL ELECTRONICS Component 372","TOOL","ELECTRONICS","SET","33.9","101x12x16cm","White","Steel","Samsung","PART-000372","SUP007","SUP-PART-000372","48","40","1817.64","USD","China","FCC","true","false","true","NPI","2025-08-16","2025-08-27","R3","Notes for ITEM-372"
"ITEM-373","ASSEMBLY WHEELS Component 373","ASSEMBLY","WHEELS","SET","41.4","42x69x42cm","Matte Black","Aluminum","Trek Bikes","PART-000373","SUP001","SUP-PART-000373","31","50","414.41","USD","Japan","UN38.3","false","true","true","NPI","2025-03-26","2025-04-21","R2","Notes for ITEM-373"
"ITEM-374","COMPONENT BATTERIES Component 374","COMPONENT","BATTERIES","M","36.3","82x11x50cm","Blue","Plastic","Panasonic","PART-000374","SUP010","SUP-PART-000374","38","52","4236.59","USD","Japan","CE","false","false","true","OBSOLETE","2025-08-10","2025-09-04","R2","Notes for ITEM-374"
"ITEM-375","COMPONENT FRAMES Component 375","COMPONENT","FRAMES","L","28.0","25x76x31cm","Matte Black","Titanium","LG","PART-000375","SUP007","SUP-PART-000375","4","78","2991.71","USD","China","ROHS","false","false","false","ACTIVE","2025-05-21","2025-05-27","R1","Notes for ITEM-375"
"ITEM-376","RAW_MATERIAL BICYCLES Component 376","RAW_MATERIAL","BICYCLES","L","24.7","100x30x48cm","Blue","Plastic","Panasonic","PART-000376","SUP009","SUP-PART-000376","65","79","3467.83","USD","China","UN38.3","false","false","true","INACTIVE","2025-04-15","2025-05-03","R3","Notes for ITEM-376"
"ITEM-377","COMPONENT ELECTRONICS Component 377","COMPONENT","ELECTRONICS","KG","39.0","26x19x26cm","Black","Plastic","Trek Bikes","PART-000377","SUP004","SUP-PART-000377","58","78","1201.36","USD","Taiwan","REACH","false","true","true","NPI","2024-11-22","2024-12-06","R3","Notes for ITEM-377"
"ITEM-378","TOOL FRAMES Component 378","TOOL","FRAMES","KG","33.3","159x25x47cm","Matte Black","Plastic","LG","PART-000378","SUP007","SUP-PART-000378","87","43","2908.95","USD","China","CE","true","true","false","OBSOLETE","2025-07-02","2025-08-01","R2","Notes for ITEM-378"
"ITEM-379","TOOL ELECTRONICS Component 379","TOOL","ELECTRONICS","KG","16.7","45x30x38cm","Red","Aluminum","Samsung","PART-000379","SUP006","SUP-PART-000379","25","58","4998.47","USD","China","ROHS","false","false","false","INACTIVE","2025-05-30","2025-06-14","R1","Notes for ITEM-379"
"ITEM-380","ASSEMBLY BATTERIES Component 380","ASSEMBLY","BATTERIES","SET","13.7","19x17x49cm","Red","Titanium","LG","PART-000380","SUP007","SUP-PART-000380","5","36","2147.04","USD","Japan","FCC","false","false","true","ACTIVE","2025-09-13","2025-10-10","R1","Notes for ITEM-380"
"ITEM-381","RAW_MATERIAL FRAMES Component 381","RAW_MATERIAL","FRAMES","KG","3.9","45x51x20cm","Matte Black","Carbon Fiber","Xiaomi","PART-000381","SUP010","SUP-PART-000381","21","12","4270.32","USD","USA","CE","false","true","false","NPI","2025-09-04","2025-09-19","R5","Notes for ITEM-381"
"ITEM-382","COMPONENT BICYCLES Component 382","COMPONENT","BICYCLES","SET","11.7","138x50x37cm","White","Aluminum","Trek Bikes","PART-000382","SUP005","SUP-PART-000382","74","74","1664.6","USD","China","UN38.3","true","false","true","ACTIVE","2025-04-30","2025-05-08","R5","Notes for ITEM-382"
"ITEM-383","ASSEMBLY BATTERIES Component 383","ASSEMBLY","BATTERIES","KG","36.7","13x75x47cm","White","Titanium","Trek Bikes","PART-000383","SUP009","SUP-PART-000383","80","17","4268.61","USD","Japan","UN38.3","false","false","false","INACTIVE","2025-08-07","2025-08-15","R1","Notes for ITEM-383"
"ITEM-384","ASSEMBLY WHEELS Component 384","ASSEMBLY","WHEELS","EA","19.1","17x58x49cm","Silver","Carbon Fiber","LG","PART-000384","SUP009","SUP-PART-000384","42","15","3380.6","USD","Germany","ROHS","true","true","true","OBSOLETE","2025-07-03","2025-08-02","R1","Notes for ITEM-384"
"ITEM-385","ASSEMBLY WHEELS Component 385","ASSEMBLY","WHEELS","EA","23.0","128x61x15cm","White","Carbon Fiber","Samsung","PART-000385","SUP001","SUP-PART-000385","9","61","3457.16","USD","USA","FCC","false","false","true","OBSOLETE","2025-07-23","2025-08-18","R4","Notes for ITEM-385"
"ITEM-386","COMPONENT ELECTRONICS Component 386","COMPONENT","ELECTRONICS","L","24.8","45x42x17cm","Matte Black","Carbon Fiber","Samsung","PART-000386","SUP008","SUP-PART-000386","45","26","811.07","USD","Japan","ROHS","true","true","false","NPI","2025-10-09","2025-10-23","R5","Notes for ITEM-386"
"ITEM-387","ASSEMBLY ELECTRONICS Component 387","ASSEMBLY","ELECTRONICS","SET","28.6","36x22x45cm","Blue","Aluminum","LG","PART-000387","SUP008","SUP-PART-000387","59","20","2916.91","USD","Japan","REACH","false","true","false","ACTIVE","2025-05-14","2025-05-20","R4","Notes for ITEM-387"
"ITEM-388","TOOL BATTERIES Component 388","TOOL","BATTERIES","SET","36.2","34x47x12cm","Silver","Carbon Fiber","Panasonic","PART-000388","SUP008","SUP-PART-000388","14","30","566.28","USD","Japan","UN38.3","true","true","false","INACTIVE","2025-02-03","2025-02-10","R3","Notes for ITEM-388"
"ITEM-389","COMPONENT ELECTRONICS Component 389","COMPONENT","ELECTRONICS","EA","46.3","182x49x33cm","Red","Aluminum","Trek Bikes","PART-000389","SUP009","SUP-PART-000389","76","20","3924.33","USD","USA","REACH","true","false","true","INACTIVE","2025-01-14","2025-02-02","R3","Notes for ITEM-389"
"ITEM-390","COMPONENT BATTERIES Component 390","COMPONENT","BATTERIES","SET","29.8","23x45x21cm","Blue","Carbon Fiber","Panasonic","PART-000390","SUP009","SUP-PART-000390","75","29","723.27","USD","USA","FCC","false","true","true","INACTIVE","2025-03-12","2025-03-17","R1","Notes for ITEM-390"
"ITEM-391","COMPONENT ELECTRONICS Component 391","COMPONENT","ELECTRONICS","M","28.3","198x29x12cm","Black","Plastic","Trek Bikes","PART-000391","SUP009","SUP-PART-000391","23","13","2875.05","USD","China","UN38.3","false","false","false","NPI","2025-04-24","2025-05-11","R5","Notes for ITEM-391"
"ITEM-392","Product 392","FINISHED_GOOD","ELECTRONICS","EA","24.4","175x13x20cm","Red","Steel","Samsung","PART-000392","SUP002","SUP-PART-000392","70","9","3448.79","USD","China","FCC","true","true","false","OBSOLETE","2025-05-04","2025-05-10","R5","Notes for ITEM-392"
"ITEM-393","ASSEMBLY ELECTRONICS Component 393","ASSEMBLY","ELECTRONICS","EA","7.5","159x98x32cm","Silver","Plastic","Trek Bikes","PART-000393","SUP005","SUP-PART-000393","39","40","1252.71","USD","Germany","FCC","false","true","false","ACTIVE","2025-08-01","2025-08-24","R4","Notes for ITEM-393"
"ITEM-394","RAW_MATERIAL ELECTRONICS Component 394","RAW_MATERIAL","ELECTRONICS","EA","31.1","54x78x8cm","Silver","Aluminum","LG","PART-000394","SUP010","SUP-PART-000394","22","30","2371.08","USD","Germany","REACH","true","false","false","INACTIVE","2024-11-24","2024-11-30","R2","Notes for ITEM-394"
"ITEM-395","COMPONENT ELECTRONICS Component 395","COMPONENT","ELECTRONICS","L","46.6","163x74x37cm","Silver","Carbon Fiber","Trek Bikes","PART-000395","SUP003","SUP-PART-000395","38","63","3191.24","USD","Taiwan","CE","true","false","true","OBSOLETE","2025-02-06","2025-03-02","R4","Notes for ITEM-395"
"ITEM-396","TOOL WHEELS Component 396","TOOL","WHEELS","M","2.8","79x24x39cm","Blue","Carbon Fiber","Trek Bikes","PART-000396","SUP005","SUP-PART-000396","34","21","236.72","USD","Japan","FCC","false","true","true","ACTIVE","2025-05-03","2025-05-16","R3","Notes for ITEM-396"
"ITEM-397","ASSEMBLY BATTERIES Component 397","ASSEMBLY","BATTERIES","L","34.7","57x81x39cm","Silver","Steel","LG","PART-000397","SUP002","SUP-PART-000397","83","69","2933.08","USD","Taiwan","ROHS","true","true","true","INACTIVE","2025-03-28","2025-03-31","R4","Notes for ITEM-397"
"ITEM-398","ASSEMBLY ELECTRONICS Component 398","ASSEMBLY","ELECTRONICS","KG","21.5","179x14x5cm","Red","Carbon Fiber","LG","PART-000398","SUP006","SUP-PART-000398","33","87","3140.11","USD","Taiwan","REACH","false","true","true","NPI","2025-09-20","2025-10-13","R5","Notes for ITEM-398"
"ITEM-399","ASSEMBLY BATTERIES Component 399","ASSEMBLY","BATTERIES","SET","2.6","185x52x46cm","Blue","Titanium","LG","PART-000399","SUP003","SUP-PART-000399","76","53","2004.78","USD","Japan","FCC","true","false","true","NPI","2025-03-31","2025-04-25","R5","Notes for ITEM-399"
"ITEM-400","RAW_MATERIAL BICYCLES Component 400","RAW_MATERIAL","BICYCLES","KG","20.5","72x69x28cm","Silver","Aluminum","Panasonic","PART-000400","SUP006","SUP-PART-000400","87","90","3434.89","USD","China","FCC","true","false","true","INACTIVE","2024-12-12","2025-01-06","R2","Notes for ITEM-400"
"ITEM-401","COMPONENT FRAMES Component 401","COMPONENT","FRAMES","M","19.2","75x44x36cm","Black","Aluminum","Panasonic","PART-000401","SUP006","SUP-PART-000401","7","51","3151.4","USD","China","REACH","true","true","true","NPI","2024-11-18","2024-11-25","R4","Notes for ITEM-401"
"ITEM-402","TOOL SCOOTERS Component 402","TOOL","SCOOTERS","L","32.8","135x59x25cm","Silver","Titanium","Samsung","PART-000402","SUP006","SUP-PART-000402","49","12","2593.36","USD","Taiwan","CE","true","true","false","INACTIVE","2024-11-11","2024-11-26","R5","Notes for ITEM-402"
"ITEM-403","TOOL SCOOTERS Component 403","TOOL","SCOOTERS","L","39.0","173x91x24cm","Matte Black","Steel","Trek Bikes","PART-000403","SUP009","SUP-PART-000403","83","44","95.63","USD","China","FCC","true","false","true","ACTIVE","2025-07-29","2025-08-28","R1","Notes for ITEM-403"
"ITEM-404","TOOL BICYCLES Component 404","TOOL","BICYCLES","EA","19.5","116x56x25cm","Matte Black","Plastic","Panasonic","PART-000404","SUP001","SUP-PART-000404","26","15","3448.84","USD","Germany","UN38.3","true","true","false","OBSOLETE","2025-09-08","2025-10-05","R3","Notes for ITEM-404"
"ITEM-405","COMPONENT BATTERIES Component 405","COMPONENT","BATTERIES","L","29.5","182x76x25cm","Red","Steel","Panasonic","PART-000405","SUP002","SUP-PART-000405","17","33","2202.25","USD","Japan","REACH","true","false","false","OBSOLETE","2024-11-04","2024-11-11","R5","Notes for ITEM-405"
"ITEM-406","TOOL BATTERIES Component 406","TOOL","BATTERIES","EA","35.8","108x49x30cm","Red","Titanium","Panasonic","PART-000406","SUP006","SUP-PART-000406","47","38","4518.78","USD","Japan","CE","false","true","true","NPI","2025-08-30","2025-09-18","R3","Notes for ITEM-406"
"ITEM-407","RAW_MATERIAL SCOOTERS Component 407","RAW_MATERIAL","SCOOTERS","EA","16.2","37x53x15cm","Matte Black","Titanium","LG","PART-000407","SUP006","SUP-PART-000407","6","68","2659.84","USD","China","UN38.3","true","false","true","OBSOLETE","2025-04-27","2025-05-03","R3","Notes for ITEM-407"
"ITEM-408","RAW_MATERIAL ELECTRONICS Component 408","RAW_MATERIAL","ELECTRONICS","SET","15.0","31x47x16cm","Black","Titanium","Xiaomi","PART-000408","SUP009","SUP-PART-000408","13","68","4468.26","USD","Germany","UN38.3","false","true","false","OBSOLETE","2024-11-13","2024-12-13","R1","Notes for ITEM-408"
"ITEM-409","TOOL WHEELS Component 409","TOOL","WHEELS","EA","26.6","69x55x33cm","White","Carbon Fiber","Samsung","PART-000409","SUP009","SUP-PART-000409","83","62","4307.78","USD","Japan","FCC","false","true","true","ACTIVE","2025-09-13","2025-09-28","R5","Notes for ITEM-409"
"ITEM-410","RAW_MATERIAL ELECTRONICS Component 410","RAW_MATERIAL","ELECTRONICS","L","44.2","57x47x7cm","Blue","Steel","Panasonic","PART-000410","SUP006","SUP-PART-000410","26","87","2477.07","USD","USA","REACH","true","false","false","NPI","2025-07-06","2025-07-21","R3","Notes for ITEM-410"
"ITEM-411","RAW_MATERIAL BICYCLES Component 411","RAW_MATERIAL","BICYCLES","EA","10.2","73x30x29cm","White","Steel","Xiaomi","PART-000411","SUP007","SUP-PART-000411","24","80","207.27","USD","USA","FCC","false","true","true","INACTIVE","2025-04-29","2025-05-18","R3","Notes for ITEM-411"
"ITEM-412","COMPONENT SCOOTERS Component 412","COMPONENT","SCOOTERS","L","10.4","139x74x7cm","Blue","Titanium","LG","PART-000412","SUP004","SUP-PART-000412","1","11","2621.03","USD","China","UN38.3","false","true","true","NPI","2025-01-24","2025-02-02","R3","Notes for ITEM-412"
"ITEM-413","Product 413","FINISHED_GOOD","BATTERIES","SET","42.8","155x24x13cm","Black","Plastic","Trek Bikes","PART-000413","SUP001","SUP-PART-000413","8","55","1681.32","USD","China","FCC","false","true","true","OBSOLETE","2025-08-13","2025-08-21","R1","Notes for ITEM-413"
"ITEM-414","TOOL ELECTRONICS Component 414","TOOL","ELECTRONICS","EA","13.1","175x64x40cm","Matte Black","Plastic","Samsung","PART-000414","SUP003","SUP-PART-000414","39","93","2687.05","USD","Japan","FCC","true","false","true","NPI","2025-08-18","2025-09-12","R4","Notes for ITEM-414"
"ITEM-415","TOOL ELECTRONICS Component 415","TOOL","ELECTRONICS","KG","23.1","59x45x7cm","Matte Black","Titanium","Trek Bikes","PART-000415","SUP005","SUP-PART-000415","38","69","4001.95","USD","Germany","UN38.3","true","true","true","OBSOLETE","2025-03-10","2025-03-19","R5","Notes for ITEM-415"
"ITEM-416","COMPONENT ELECTRONICS Component 416","COMPONENT","ELECTRONICS","EA","17.1","186x97x5cm","White","Titanium","Panasonic","PART-000416","SUP006","SUP-PART-000416","7","78","624.22","USD","China","CE","true","true","false","ACTIVE","2025-04-20","2025-05-01","R4","Notes for ITEM-416"
"ITEM-417","COMPONENT BATTERIES Component 417","COMPONENT","BATTERIES","SET","22.4","106x53x44cm","Silver","Plastic","Samsung","PART-000417","SUP003","SUP-PART-000417","4","49","3650.59","USD","Taiwan","FCC","false","true","true","OBSOLETE","2024-11-05","2024-11-23","R3","Notes for ITEM-417"
"ITEM-418","COMPONENT SCOOTERS Component 418","COMPONENT","SCOOTERS","KG","20.4","80x36x23cm","Silver","Titanium","Xiaomi","PART-000418","SUP001","SUP-PART-000418","54","82","2520.84","USD","China","FCC","true","false","true","ACTIVE","2025-08-14","2025-09-13","R4","Notes for ITEM-418"
"ITEM-419","RAW_MATERIAL FRAMES Component 419","RAW_MATERIAL","FRAMES","SET","5.7","164x47x13cm","Matte Black","Plastic","Xiaomi","PART-000419","SUP007","SUP-PART-000419","79","89","1304.88","USD","China","ROHS","true","true","false","INACTIVE","2025-09-02","2025-09-03","R3","Notes for ITEM-419"
"ITEM-420","RAW_MATERIAL SCOOTERS Component 420","RAW_MATERIAL","SCOOTERS","M","21.8","15x75x27cm","Black","Carbon Fiber","LG","PART-000420","SUP008","SUP-PART-000420","27","70","1253.54","USD","Japan","REACH","false","false","false","INACTIVE","2025-05-16","2025-05-22","R5","Notes for ITEM-420"
"ITEM-421","ASSEMBLY BATTERIES Component 421","ASSEMBLY","BATTERIES","M","20.2","109x94x21cm","Blue","Steel","Trek Bikes","PART-000421","SUP008","SUP-PART-000421","7","97","2063.67","USD","China","ROHS","true","true","false","NPI","2025-04-07","2025-04-29","R1","Notes for ITEM-421"
"ITEM-422","COMPONENT BATTERIES Component 422","COMPONENT","BATTERIES","KG","38.1","188x85x38cm","Red","Aluminum","Xiaomi","PART-000422","SUP008","SUP-PART-000422","42","21","1573.2","USD","USA","FCC","true","false","false","NPI","2025-07-24","2025-08-16","R1","Notes for ITEM-422"
"ITEM-423","COMPONENT SCOOTERS Component 423","COMPONENT","SCOOTERS","KG","18.1","176x82x35cm","Blue","Steel","Trek Bikes","PART-000423","SUP004","SUP-PART-000423","2","43","4987.13","USD","Japan","FCC","true","true","true","ACTIVE","2025-02-09","2025-03-06","R4","Notes for ITEM-423"
"ITEM-424","TOOL BATTERIES Component 424","TOOL","BATTERIES","L","36.9","24x26x18cm","Red","Aluminum","Panasonic","PART-000424","SUP010","SUP-PART-000424","70","15","3616.78","USD","Taiwan","UN38.3","false","false","false","INACTIVE","2024-10-26","2024-11-02","R4","Notes for ITEM-424"
"ITEM-425","RAW_MATERIAL SCOOTERS Component 425","RAW_MATERIAL","SCOOTERS","EA","11.5","195x73x49cm","Red","Plastic","LG","PART-000425","SUP006","SUP-PART-000425","49","14","2946.95","USD","Japan","FCC","false","true","false","INACTIVE","2024-12-17","2025-01-11","R1","Notes for ITEM-425"
"ITEM-426","ASSEMBLY ELECTRONICS Component 426","ASSEMBLY","ELECTRONICS","L","27.7","21x50x16cm","Black","Aluminum","Xiaomi","PART-000426","SUP004","SUP-PART-000426","28","18","1124.58","USD","USA","REACH","true","false","true","INACTIVE","2025-05-09","2025-05-23","R5","Notes for ITEM-426"
"ITEM-427","ASSEMBLY FRAMES Component 427","ASSEMBLY","FRAMES","L","23.6","193x28x36cm","Blue","Steel","LG","PART-000427","SUP003","SUP-PART-000427","34","41","4491.1","USD","Japan","ROHS","false","true","false","NPI","2025-07-05","2025-07-10","R3","Notes for ITEM-427"
"ITEM-428","RAW_MATERIAL BATTERIES Component 428","RAW_MATERIAL","BATTERIES","M","34.0","58x26x27cm","Red","Titanium","LG","PART-000428","SUP010","SUP-PART-000428","33","70","310.53","USD","Japan","UN38.3","true","false","false","INACTIVE","2025-01-15","2025-02-07","R3","Notes for ITEM-428"
"ITEM-429","RAW_MATERIAL BATTERIES Component 429","RAW_MATERIAL","BATTERIES","EA","49.2","85x12x22cm","Red","Titanium","LG","PART-000429","SUP007","SUP-PART-000429","75","31","3890.0","USD","Germany","UN38.3","false","false","true","ACTIVE","2025-08-08","2025-08-17","R2","Notes for ITEM-429"
"ITEM-430","ASSEMBLY WHEELS Component 430","ASSEMBLY","WHEELS","SET","34.3","21x45x40cm","Silver","Steel","LG","PART-000430","SUP006","SUP-PART-000430","6","98","1895.15","USD","Germany","FCC","true","true","true","INACTIVE","2025-09-16","2025-10-11","R3","Notes for ITEM-430"
"ITEM-431","RAW_MATERIAL ELECTRONICS Component 431","RAW_MATERIAL","ELECTRONICS","M","42.6","13x89x38cm","White","Plastic","Panasonic","PART-000431","SUP007","SUP-PART-000431","76","99","1657.35","USD","Germany","FCC","false","false","true","NPI","2025-02-19","2025-03-05","R3","Notes for ITEM-431"
"ITEM-432","ASSEMBLY WHEELS Component 432","ASSEMBLY","WHEELS","L","31.0","198x79x47cm","Silver","Titanium","Trek Bikes","PART-000432","SUP006","SUP-PART-000432","11","4","4897.04","USD","Taiwan","ROHS","true","false","false","NPI","2025-06-21","2025-07-09","R2","Notes for ITEM-432"
"ITEM-433","Electric Mountain Bike 433","FINISHED_GOOD","BICYCLES","KG","45.0","68x90x42cm","White","Plastic","Trek Bikes","PART-000433","SUP005","SUP-PART-000433","21","74","194.7","USD","Japan","ROHS","false","false","false","NPI","2024-11-18","2024-12-17","R3","Notes for ITEM-433"
"ITEM-434","ASSEMBLY ELECTRONICS Component 434","ASSEMBLY","ELECTRONICS","L","5.2","140x39x24cm","Red","Titanium","LG","PART-000434","SUP008","SUP-PART-000434","73","95","1120.24","USD","Germany","ROHS","false","false","false","INACTIVE","2025-02-07","2025-03-07","R3","Notes for ITEM-434"
"ITEM-435","COMPONENT SCOOTERS Component 435","COMPONENT","SCOOTERS","SET","33.6","65x75x25cm","Blue","Titanium","Samsung","PART-000435","SUP007","SUP-PART-000435","14","90","1471.11","USD","Taiwan","REACH","true","true","true","NPI","2025-04-23","2025-05-06","R5","Notes for ITEM-435"
"ITEM-436","Electric Mountain Bike 436","FINISHED_GOOD","BICYCLES","M","27.6","132x35x34cm","Red","Steel","Samsung","PART-000436","SUP001","SUP-PART-000436","16","38","1789.31","USD","Germany","UN38.3","false","false","false","ACTIVE","2024-11-11","2024-11-18","R4","Notes for ITEM-436"
"ITEM-437","RAW_MATERIAL SCOOTERS Component 437","RAW_MATERIAL","SCOOTERS","L","13.9","86x21x31cm","Silver","Aluminum","Xiaomi","PART-000437","SUP005","SUP-PART-000437","79","41","3876.95","USD","Taiwan","REACH","true","true","false","OBSOLETE","2025-03-13","2025-03-21","R1","Notes for ITEM-437"
"ITEM-438","COMPONENT BATTERIES Component 438","COMPONENT","BATTERIES","M","19.5","81x14x46cm","Silver","Steel","Panasonic","PART-000438","SUP007","SUP-PART-000438","17","70","3181.11","USD","USA","ROHS","true","true","false","NPI","2025-04-12","2025-04-17","R2","Notes for ITEM-438"
"ITEM-439","Product 439","FINISHED_GOOD","BATTERIES","SET","4.4","57x98x14cm","White","Steel","LG","PART-000439","SUP002","SUP-PART-000439","47","51","4238.84","USD","Japan","ROHS","true","true","false","NPI","2025-02-07","2025-02-09","R5","Notes for ITEM-439"
"ITEM-440","RAW_MATERIAL WHEELS Component 440","RAW_MATERIAL","WHEELS","EA","41.1","83x18x22cm","Matte Black","Carbon Fiber","Samsung","PART-000440","SUP010","SUP-PART-000440","74","100","3685.48","USD","Germany","ROHS","false","false","false","ACTIVE","2025-09-22","2025-09-28","R4","Notes for ITEM-440"
"ITEM-441","RAW_MATERIAL BATTERIES Component 441","RAW_MATERIAL","BATTERIES","M","25.8","198x10x13cm","Blue","Plastic","Xiaomi","PART-000441","SUP009","SUP-PART-000441","38","33","2741.82","USD","Taiwan","UN38.3","false","false","true","ACTIVE","2025-05-18","2025-06-10","R4","Notes for ITEM-441"
"ITEM-442","RAW_MATERIAL WHEELS Component 442","RAW_MATERIAL","WHEELS","EA","33.7","158x98x34cm","Black","Titanium","Panasonic","PART-000442","SUP005","SUP-PART-000442","10","15","806.37","USD","China","FCC","true","true","false","ACTIVE","2025-03-21","2025-03-22","R1","Notes for ITEM-442"
"ITEM-443","TOOL BICYCLES Component 443","TOOL","BICYCLES","SET","37.8","187x35x41cm","Silver","Titanium","Samsung","PART-000443","SUP008","SUP-PART-000443","16","2","839.05","USD","Taiwan","REACH","true","true","true","INACTIVE","2025-02-04","2025-03-02","R2","Notes for ITEM-443"
"ITEM-444","RAW_MATERIAL SCOOTERS Component 444","RAW_MATERIAL","SCOOTERS","KG","14.8","43x100x36cm","White","Carbon Fiber","LG","PART-000444","SUP007","SUP-PART-000444","85","24","1436.16","USD","China","REACH","false","false","false","OBSOLETE","2025-08-11","2025-08-18","R5","Notes for ITEM-444"
"ITEM-445","Product 445","FINISHED_GOOD","WHEELS","M","3.3","100x42x29cm","White","Carbon Fiber","Panasonic","PART-000445","SUP007","SUP-PART-000445","43","28","1643.05","USD","China","ROHS","false","false","false","OBSOLETE","2025-08-09","2025-08-13","R4","Notes for ITEM-445"
"ITEM-446","Product 446","FINISHED_GOOD","FRAMES","M","6.5","190x37x6cm","Black","Steel","Xiaomi","PART-000446","SUP010","SUP-PART-000446","64","52","668.66","USD","China","UN38.3","false","false","true","ACTIVE","2025-04-26","2025-05-15","R5","Notes for ITEM-446"
"ITEM-447","Product 447","FINISHED_GOOD","ELECTRONICS","KG","18.5","73x72x39cm","White","Steel","LG","PART-000447","SUP004","SUP-PART-000447","52","12","2183.24","USD","Germany","UN38.3","true","false","true","NPI","2025-07-24","2025-07-27","R5","Notes for ITEM-447"
"ITEM-448","ASSEMBLY WHEELS Component 448","ASSEMBLY","WHEELS","KG","1.9","98x38x44cm","Blue","Aluminum","Panasonic","PART-000448","SUP010","SUP-PART-000448","9","49","4604.51","USD","Germany","FCC","true","true","false","NPI","2025-01-14","2025-01-19","R2","Notes for ITEM-448"
"ITEM-449","ASSEMBLY BICYCLES Component 449","ASSEMBLY","BICYCLES","SET","16.1","158x65x16cm","Black","Carbon Fiber","Trek Bikes","PART-000449","SUP005","SUP-PART-000449","55","11","425.63","USD","China","CE","false","true","true","OBSOLETE","2025-09-18","2025-09-28","R5","Notes for ITEM-449"
"ITEM-450","ASSEMBLY BATTERIES Component 450","ASSEMBLY","BATTERIES","EA","3.1","104x76x28cm","Silver","Steel","LG","PART-000450","SUP004","SUP-PART-000450","32","28","69.14","USD","Germany","CE","true","true","true","INACTIVE","2025-01-04","2025-01-22","R1","Notes for ITEM-450"
"ITEM-451","ASSEMBLY BATTERIES Component 451","ASSEMBLY","BATTERIES","EA","44.0","154x100x12cm","Blue","Carbon Fiber","Panasonic","PART-000451","SUP009","SUP-PART-000451","55","63","3301.07","USD","USA","CE","true","true","false","NPI","2024-12-12","2025-01-09","R3","Notes for ITEM-451"
"ITEM-452","ASSEMBLY ELECTRONICS Component 452","ASSEMBLY","ELECTRONICS","L","3.2","185x69x6cm","Silver","Plastic","Trek Bikes","PART-000452","SUP004","SUP-PART-000452","67","60","3867.03","USD","China","UN38.3","true","false","true","INACTIVE","2025-05-24","2025-06-12","R5","Notes for ITEM-452"
"ITEM-453","COMPONENT BATTERIES Component 453","COMPONENT","BATTERIES","L","44.7","193x21x37cm","Matte Black","Titanium","LG","PART-000453","SUP002","SUP-PART-000453","6","2","4816.3","USD","Japan","CE","false","true","true","ACTIVE","2024-12-24","2025-01-19","R5","Notes for ITEM-453"
"ITEM-454","TOOL SCOOTERS Component 454","TOOL","SCOOTERS","M","13.4","93x87x34cm","White","Aluminum","LG","PART-000454","SUP003","SUP-PART-000454","19","32","2557.11","USD","Japan","REACH","false","true","true","OBSOLETE","2025-05-13","2025-05-21","R5","Notes for ITEM-454"
