"bom_id","parent_item_number","component_item_number","quantity","quantity_unit","sequence_number","supply_type","sourcing_type","supplier_code","supplier_part_number","lead_time_days","effective_date","expiration_date","is_active","is_optional","is_phantom","scrap_factor","yield_factor","setup_time_minutes","cycle_time_minutes","labor_hours","tooling_required","special_instructions","quality_requirements","test_requirements","packaging_requirements","created_by","created_date","last_modified_by","last_modified_date","revision","approval_status","notes"
"BOM-019","ITEM-010","ITEM-195","39.1","L","58","MAKE","EXTERNAL","SUP004","SUP-PART-000515","51","2025-06-28","2025-11-24","true","true","false","0.043","0.97","31","39","3.9","SPECIAL","Instructions for ITEM-195","Quality requirements for ITEM-195","Test requirements for ITEM-195","Packaging requirements for ITEM-195","USER001","2025-06-23","USER008","2025-06-28","R2","DRAFT","Notes for BOM BOM-019"
"BOM-007","ITEM-093","ITEM-182","34.36","KG","42","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000891","29","2025-08-10","2026-01-18","true","false","false","0.008","0.974","37","54","0.4","NO","Instructions for ITEM-182","Quality requirements for ITEM-182","Test requirements for ITEM-182","Packaging requirements for ITEM-182","USER008","2025-08-02","USER004","2025-08-10","R2","PENDING","Notes for BOM BOM-007"
"BOM-027","ITEM-047","ITEM-435","57.24","L","95","MAKE_OR_BUY","DUAL_SOURCE","SUP005","SUP-PART-000830","31","2025-10-17","2026-09-01","true","true","true","0.066","0.979","37","17","4.9","YES","Instructions for ITEM-435","Quality requirements for ITEM-435","Test requirements for ITEM-435","Packaging requirements for ITEM-435","USER006","2025-10-06","USER004","2025-10-14","R4","REJECTED","Notes for BOM BOM-027"
"BOM-031","ITEM-093","ITEM-103","57.58","M","20","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000077","11","2025-10-08","2026-04-04","false","false","true","0.031","0.953","111","21","5.9","SPECIAL","Instructions for ITEM-103","Quality requirements for ITEM-103","Test requirements for ITEM-103","Packaging requirements for ITEM-103","USER007","2025-09-21","USER008","2025-09-22","R4","REJECTED","Notes for BOM BOM-031"
"BOM-029","ITEM-075","ITEM-382","7.38","KG","96","BUY","EXTERNAL","SUP005","SUP-PART-000681","58","2025-05-17","2026-03-17","false","false","true","0.07","0.967","35","36","1.7","SPECIAL","Instructions for ITEM-382","Quality requirements for ITEM-382","Test requirements for ITEM-382","Packaging requirements for ITEM-382","USER002","2025-04-28","USER010","2025-05-07","R3","PENDING","Notes for BOM BOM-029"
"BOM-045","ITEM-054","ITEM-352","34.14","KG","60","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000611","12","2025-07-30","2025-08-30","true","false","true","0.006","0.963","77","39","4.9","SPECIAL","Instructions for ITEM-352","Quality requirements for ITEM-352","Test requirements for ITEM-352","Packaging requirements for ITEM-352","USER010","2025-07-06","USER002","2025-07-13","R2","DRAFT","Notes for BOM BOM-045"
"BOM-042","ITEM-043","ITEM-109","38.34","L","60","MAKE","EXTERNAL","SUP003","SUP-PART-000161","1","2025-07-27","2026-06-05","true","true","true","0.09","0.955","93","8","5.4","NO","Instructions for ITEM-109","Quality requirements for ITEM-109","Test requirements for ITEM-109","Packaging requirements for ITEM-109","USER001","2025-07-24","USER010","2025-08-02","R4","PENDING","Notes for BOM BOM-042"
"BOM-026","ITEM-070","ITEM-198","68.06","KG","6","BUY","DUAL_SOURCE","SUP001","SUP-PART-000962","3","2025-07-19","2025-08-26","false","false","true","0.05","0.966","93","31","2.4","YES","Instructions for ITEM-198","Quality requirements for ITEM-198","Test requirements for ITEM-198","Packaging requirements for ITEM-198","USER002","2025-06-29","USER005","2025-07-07","R1","APPROVED","Notes for BOM BOM-026"
"BOM-035","ITEM-055","ITEM-418","80.36","M","34","MAKE_OR_BUY","DUAL_SOURCE","SUP004","SUP-PART-000593","28","2025-09-21","2025-12-23","true","true","false","0.096","0.957","33","39","2.3","SPECIAL","Instructions for ITEM-418","Quality requirements for ITEM-418","Test requirements for ITEM-418","Packaging requirements for ITEM-418","USER006","2025-09-09","USER010","2025-09-11","R1","APPROVED","Notes for BOM BOM-035"
"BOM-027","ITEM-045","ITEM-326","32.37","EA","91","BUY","DUAL_SOURCE","SUP003","SUP-PART-000530","31","2025-05-19","2025-12-13","true","false","false","0.012","0.971","93","45","2.6","YES","Instructions for ITEM-326","Quality requirements for ITEM-326","Test requirements for ITEM-326","Packaging requirements for ITEM-326","USER006","2025-05-10","USER007","2025-05-15","R4","PENDING","Notes for BOM BOM-027"
"BOM-009","ITEM-082","ITEM-295","24.12","EA","57","MAKE_OR_BUY","INTERNAL","SUP005","SUP-PART-000613","28","2025-08-09","2025-10-08","true","true","false","0.099","0.99","40","44","4.4","YES","Instructions for ITEM-295","Quality requirements for ITEM-295","Test requirements for ITEM-295","Packaging requirements for ITEM-295","USER005","2025-07-27","USER001","2025-08-01","R4","APPROVED","Notes for BOM BOM-009"
"BOM-048","ITEM-030","ITEM-463","75.17","KG","9","MAKE_OR_BUY","EXTERNAL","SUP004","SUP-PART-000152","53","2025-08-09","2025-09-10","true","true","true","0.075","0.994","92","54","0.6","SPECIAL","Instructions for ITEM-463","Quality requirements for ITEM-463","Test requirements for ITEM-463","Packaging requirements for ITEM-463","USER006","2025-07-10","USER001","2025-07-14","R3","APPROVED","Notes for BOM BOM-048"
"BOM-047","ITEM-084","ITEM-126","0.15","M","62","BUY","DUAL_SOURCE","SUP003","SUP-PART-000392","11","2025-10-14","2026-04-12","false","false","true","0.07","0.997","100","22","6.7","SPECIAL","Instructions for ITEM-126","Quality requirements for ITEM-126","Test requirements for ITEM-126","Packaging requirements for ITEM-126","USER003","2025-09-16","USER002","2025-09-24","R2","APPROVED","Notes for BOM BOM-047"
"BOM-041","ITEM-008","ITEM-301","81.71","M","8","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000455","51","2025-09-25","2026-07-21","true","false","true","0.054","0.977","44","56","4.2","SPECIAL","Instructions for ITEM-301","Quality requirements for ITEM-301","Test requirements for ITEM-301","Packaging requirements for ITEM-301","USER010","2025-08-30","USER010","2025-09-09","R3","PENDING","Notes for BOM BOM-041"
"BOM-031","ITEM-090","ITEM-188","55.64","EA","64","BUY","INTERNAL","SUP004","SUP-PART-000542","39","2025-05-10","2026-04-18","false","true","false","0.061","0.997","99","40","7.1","SPECIAL","Instructions for ITEM-188","Quality requirements for ITEM-188","Test requirements for ITEM-188","Packaging requirements for ITEM-188","USER006","2025-05-06","USER006","2025-05-15","R4","PENDING","Notes for BOM BOM-031"
"BOM-021","ITEM-075","ITEM-483","81.0","KG","65","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000042","57","2025-06-16","2026-02-26","true","false","true","0.02","0.965","14","15","4.6","NO","Instructions for ITEM-483","Quality requirements for ITEM-483","Test requirements for ITEM-483","Packaging requirements for ITEM-483","USER009","2025-06-15","USER010","2025-06-23","R1","PENDING","Notes for BOM BOM-021"
"BOM-011","ITEM-046","ITEM-286","24.2","EA","75","MAKE_OR_BUY","INTERNAL","SUP003","SUP-PART-000201","14","2025-07-19","2026-04-25","true","true","true","0.092","0.972","100","2","6.8","NO","Instructions for ITEM-286","Quality requirements for ITEM-286","Test requirements for ITEM-286","Packaging requirements for ITEM-286","USER009","2025-06-23","USER005","2025-07-01","R3","DRAFT","Notes for BOM BOM-011"
"BOM-021","ITEM-062","ITEM-142","15.02","L","62","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000281","17","2025-08-02","2026-06-14","false","true","true","0.037","0.951","80","5","6.1","SPECIAL","Instructions for ITEM-142","Quality requirements for ITEM-142","Test requirements for ITEM-142","Packaging requirements for ITEM-142","USER002","2025-07-04","USER003","2025-07-13","R5","DRAFT","Notes for BOM BOM-021"
"BOM-037","ITEM-049","ITEM-285","34.46","L","35","MAKE","EXTERNAL","SUP002","SUP-PART-000754","19","2025-06-25","2026-02-23","false","false","true","0.023","0.978","34","4","1.1","SPECIAL","Instructions for ITEM-285","Quality requirements for ITEM-285","Test requirements for ITEM-285","Packaging requirements for ITEM-285","USER010","2025-05-26","USER003","2025-06-04","R5","REJECTED","Notes for BOM BOM-037"
"BOM-008","ITEM-096","ITEM-390","75.38","EA","65","MAKE_OR_BUY","INTERNAL","SUP002","SUP-PART-000626","51","2025-07-20","2026-06-04","false","false","true","0.039","0.956","73","24","7.3","SPECIAL","Instructions for ITEM-390","Quality requirements for ITEM-390","Test requirements for ITEM-390","Packaging requirements for ITEM-390","USER001","2025-07-03","USER005","2025-07-13","R2","DRAFT","Notes for BOM BOM-008"
"BOM-029","ITEM-099","ITEM-360","31.11","KG","42","MAKE","INTERNAL","SUP004","SUP-PART-000658","47","2025-09-26","2026-08-31","false","false","true","0.089","0.957","82","36","4.8","SPECIAL","Instructions for ITEM-360","Quality requirements for ITEM-360","Test requirements for ITEM-360","Packaging requirements for ITEM-360","USER001","2025-09-01","USER005","2025-09-02","R2","DRAFT","Notes for BOM BOM-029"
"BOM-030","ITEM-017","ITEM-293","29.52","KG","53","MAKE_OR_BUY","EXTERNAL","SUP004","SUP-PART-000702","57","2025-04-30","2025-09-20","true","false","true","0.013","0.967","20","59","2.9","SPECIAL","Instructions for ITEM-293","Quality requirements for ITEM-293","Test requirements for ITEM-293","Packaging requirements for ITEM-293","USER010","2025-04-23","USER003","2025-05-03","R5","PENDING","Notes for BOM BOM-030"
"BOM-041","ITEM-069","ITEM-271","90.64","EA","3","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000449","31","2025-09-27","2026-06-19","false","false","false","0.077","0.972","111","47","2.3","NO","Instructions for ITEM-271","Quality requirements for ITEM-271","Test requirements for ITEM-271","Packaging requirements for ITEM-271","USER009","2025-09-18","USER006","2025-09-25","R4","DRAFT","Notes for BOM BOM-041"
"BOM-044","ITEM-053","ITEM-405","87.82","EA","33","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000031","22","2025-09-13","2025-11-23","true","false","false","0.052","0.959","88","50","4.4","YES","Instructions for ITEM-405","Quality requirements for ITEM-405","Test requirements for ITEM-405","Packaging requirements for ITEM-405","USER009","2025-08-20","USER008","2025-08-22","R2","APPROVED","Notes for BOM BOM-044"
"BOM-012","ITEM-053","ITEM-350","88.51","KG","58","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000974","57","2025-05-27","2026-05-08","false","true","false","0.072","0.951","51","50","6.4","SPECIAL","Instructions for ITEM-350","Quality requirements for ITEM-350","Test requirements for ITEM-350","Packaging requirements for ITEM-350","USER002","2025-05-07","USER004","2025-05-09","R1","REJECTED","Notes for BOM BOM-012"
"BOM-043","ITEM-011","ITEM-186","37.79","EA","87","MAKE","INTERNAL","SUP005","SUP-PART-000386","43","2025-05-13","2025-12-24","true","true","true","0.089","0.961","112","5","0.8","SPECIAL","Instructions for ITEM-186","Quality requirements for ITEM-186","Test requirements for ITEM-186","Packaging requirements for ITEM-186","USER004","2025-04-29","USER007","2025-05-07","R1","PENDING","Notes for BOM BOM-043"
"BOM-021","ITEM-068","ITEM-197","77.5","EA","40","BUY","DUAL_SOURCE","SUP005","SUP-PART-000945","46","2025-09-30","2025-11-05","false","true","false","0.019","0.986","12","11","6.3","NO","Instructions for ITEM-197","Quality requirements for ITEM-197","Test requirements for ITEM-197","Packaging requirements for ITEM-197","USER002","2025-09-05","USER001","2025-09-09","R5","APPROVED","Notes for BOM BOM-021"
"BOM-040","ITEM-017","ITEM-500","34.24","EA","95","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000771","38","2025-04-29","2025-10-03","true","true","true","0.026","0.982","67","52","6.4","NO","Instructions for ITEM-500","Quality requirements for ITEM-500","Test requirements for ITEM-500","Packaging requirements for ITEM-500","USER004","2025-04-09","USER004","2025-04-16","R2","REJECTED","Notes for BOM BOM-040"
"BOM-041","ITEM-047","ITEM-465","61.87","L","82","BUY","EXTERNAL","SUP001","SUP-PART-000790","48","2025-06-04","2025-09-17","false","true","false","0.06","0.98","84","27","5.9","NO","Instructions for ITEM-465","Quality requirements for ITEM-465","Test requirements for ITEM-465","Packaging requirements for ITEM-465","USER003","2025-06-03","USER004","2025-06-09","R5","DRAFT","Notes for BOM BOM-041"
"BOM-046","ITEM-041","ITEM-237","38.75","KG","62","BUY","INTERNAL","SUP001","SUP-PART-000806","26","2025-06-21","2026-06-17","true","true","false","0.027","0.977","102","48","7.1","NO","Instructions for ITEM-237","Quality requirements for ITEM-237","Test requirements for ITEM-237","Packaging requirements for ITEM-237","USER002","2025-05-31","USER007","2025-06-01","R4","DRAFT","Notes for BOM BOM-046"
"BOM-022","ITEM-022","ITEM-434","78.63","L","35","MAKE_OR_BUY","DUAL_SOURCE","SUP004","SUP-PART-000277","38","2025-09-21","2026-06-19","true","true","true","0.024","0.988","28","48","4.1","SPECIAL","Instructions for ITEM-434","Quality requirements for ITEM-434","Test requirements for ITEM-434","Packaging requirements for ITEM-434","USER009","2025-08-29","USER010","2025-09-03","R4","APPROVED","Notes for BOM BOM-022"
"BOM-034","ITEM-040","ITEM-182","92.69","EA","4","BUY","EXTERNAL","SUP005","SUP-PART-000031","13","2025-07-17","2026-06-02","true","true","true","0.04","0.991","49","30","7.1","NO","Instructions for ITEM-182","Quality requirements for ITEM-182","Test requirements for ITEM-182","Packaging requirements for ITEM-182","USER004","2025-07-07","USER001","2025-07-09","R4","REJECTED","Notes for BOM BOM-034"
"BOM-012","ITEM-027","ITEM-174","69.95","EA","57","BUY","INTERNAL","SUP005","SUP-PART-000896","17","2025-08-06","2026-04-12","true","true","true","0.013","0.97","32","40","6.8","YES","Instructions for ITEM-174","Quality requirements for ITEM-174","Test requirements for ITEM-174","Packaging requirements for ITEM-174","USER006","2025-07-18","USER008","2025-07-20","R3","DRAFT","Notes for BOM BOM-012"
"BOM-009","ITEM-021","ITEM-197","80.44","KG","68","MAKE","EXTERNAL","SUP004","SUP-PART-000190","58","2025-05-31","2026-02-05","false","false","true","0.013","0.996","54","58","6.7","YES","Instructions for ITEM-197","Quality requirements for ITEM-197","Test requirements for ITEM-197","Packaging requirements for ITEM-197","USER009","2025-05-17","USER009","2025-05-18","R4","PENDING","Notes for BOM BOM-009"
"BOM-032","ITEM-049","ITEM-152","86.95","L","46","MAKE","DUAL_SOURCE","SUP001","SUP-PART-000988","18","2025-10-05","2026-05-13","false","false","false","0.023","0.959","78","1","5.3","NO","Instructions for ITEM-152","Quality requirements for ITEM-152","Test requirements for ITEM-152","Packaging requirements for ITEM-152","USER006","2025-09-24","USER002","2025-09-28","R2","PENDING","Notes for BOM BOM-032"
"BOM-004","ITEM-080","ITEM-378","39.67","L","14","BUY","EXTERNAL","SUP001","SUP-PART-000406","4","2025-06-12","2025-09-22","false","false","true","0.06","0.958","18","34","2.5","SPECIAL","Instructions for ITEM-378","Quality requirements for ITEM-378","Test requirements for ITEM-378","Packaging requirements for ITEM-378","USER001","2025-06-05","USER009","2025-06-07","R5","DRAFT","Notes for BOM BOM-004"
"BOM-007","ITEM-098","ITEM-389","20.83","EA","91","MAKE","INTERNAL","SUP005","SUP-PART-000349","41","2025-07-04","2026-05-15","true","false","false","0.055","0.956","22","38","2.5","NO","Instructions for ITEM-389","Quality requirements for ITEM-389","Test requirements for ITEM-389","Packaging requirements for ITEM-389","USER009","2025-06-06","USER003","2025-06-07","R5","APPROVED","Notes for BOM BOM-007"
"BOM-023","ITEM-069","ITEM-497","16.46","M","98","BUY","EXTERNAL","SUP004","SUP-PART-000647","22","2025-08-04","2025-11-07","false","true","true","0.002","0.988","36","42","6.2","NO","Instructions for ITEM-497","Quality requirements for ITEM-497","Test requirements for ITEM-497","Packaging requirements for ITEM-497","USER005","2025-07-17","USER010","2025-07-22","R2","APPROVED","Notes for BOM BOM-023"
"BOM-045","ITEM-069","ITEM-449","42.32","L","87","MAKE","EXTERNAL","SUP002","SUP-PART-000774","12","2025-06-16","2026-06-10","true","false","false","0.094","0.975","31","53","3.8","NO","Instructions for ITEM-449","Quality requirements for ITEM-449","Test requirements for ITEM-449","Packaging requirements for ITEM-449","USER004","2025-06-14","USER006","2025-06-19","R4","DRAFT","Notes for BOM BOM-045"
"BOM-013","ITEM-007","ITEM-330","90.8","M","77","MAKE","EXTERNAL","SUP002","SUP-PART-000381","9","2025-08-15","2026-03-26","false","true","false","0.094","0.985","75","17","3.5","NO","Instructions for ITEM-330","Quality requirements for ITEM-330","Test requirements for ITEM-330","Packaging requirements for ITEM-330","USER009","2025-07-31","USER003","2025-08-08","R3","REJECTED","Notes for BOM BOM-013"
"BOM-016","ITEM-045","ITEM-494","97.63","L","10","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000545","28","2025-08-26","2025-11-28","false","false","false","0.023","0.967","120","14","4.8","YES","Instructions for ITEM-494","Quality requirements for ITEM-494","Test requirements for ITEM-494","Packaging requirements for ITEM-494","USER002","2025-08-24","USER002","2025-08-26","R4","DRAFT","Notes for BOM BOM-016"
"BOM-043","ITEM-045","ITEM-464","89.51","EA","66","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000774","17","2025-08-23","2026-02-02","true","false","false","0.04","0.986","41","25","6.9","YES","Instructions for ITEM-464","Quality requirements for ITEM-464","Test requirements for ITEM-464","Packaging requirements for ITEM-464","USER005","2025-07-26","USER001","2025-08-05","R1","REJECTED","Notes for BOM BOM-043"
